concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_6_acertos;cidade_uf;rateio_6_acertos;ganhadores_5_acertos;rateio_5_acertos;ganhadores_5_acertos;rateio_4_acertos;acumulado_6_acertos;arrecadacao_total;estimativa_premio;acumulado_sorteio_especial_mega_da_virada;observacao
714;16/11/2005;7;8;17;35;39;53;0;NULL;0.00;113;9766.45;10955;100.36;29611134.96;0.00;0.00;0.00;NULL
715;19/11/2005;4;12;24;33;36;54;3;"GO; MA; SP";10825809.33;237;6910.89;13134;124.24;0.00;0.00;0.00;0.00;NULL
716;23/11/2005;2;7;16;29;32;50;1;RJ;945382.75;37;14600.51;2512;214.25;0.00;0.00;0.00;0.00;NULL
717;26/11/2005;6;17;23;28;35;41;0;NULL;0.00;68;8956.76;3816;159.00;1065855.06;0.00;0.00;0.00;NULL
718;30/11/2005;7;21;33;35;39;58;0;NULL;0.00;41;13759.23;2893;194.26;2053079.87;0.00;0.00;0.00;NULL
719;03/12/2005;3;32;37;39;47;53;0;NULL;0.00;63;12737.00;3553;225.00;8649484.79;0.00;0.00;0.00;NULL
720;07/12/2005;12;31;44;51;54;56;0;NULL;0.00;20;45658.99;2606;349.09;10247549.36;0.00;0.00;0.00;NULL
721;10/12/2005;3;14;23;25;36;55;0;NULL;0.00;99;11025.33;6723;161.75;12157688.32;0.00;0.00;0.00;NULL
722;14/12/2005;9;18;36;44;57;60;0;NULL;0.00;85;12704.05;5334;201.68;14047415.26;0.00;0.00;0.00;NULL
723;17/12/2005;1;6;16;36;50;52;0;NULL;0.00;49;25242.04;4000;308.05;16211920.28;0.00;0.00;0.00;NULL
724;21/12/2005;17;27;34;48;51;55;0;NULL;0.00;102;12537.87;6190;205.82;25450246.43;0.00;0.00;0.00;NULL
725;31/12/2005;3;9;35;37;41;49;2;"MG; RJ";15815987.63;343;10298.59;20451;172.08;0.00;0.00;0.00;0.00;NULL
726;04/01/2006;1;5;7;37;40;47;0;NULL;0.00;35;15459.49;2838;189.94;946893.69;0.00;0.00;0.00;NULL
727;07/01/2006;4;12;14;30;42;59;0;NULL;0.00;29;25008.46;2688;268.79;2216072.86;0.00;0.00;0.00;NULL
728;11/01/2006;8;13;24;32;42;44;0;NULL;0.00;81;8575.31;5381;128.59;3431622.25;0.00;0.00;0.00;NULL
729;14/01/2006;5;18;33;43;56;57;1;MG;4969519.90;51;17231.34;5041;173.67;0.00;0.00;0.00;0.00;NULL
730;18/01/2006;2;15;16;45;50;54;0;NULL;0.00;34;23412.97;2824;280.82;9358249.67;0.00;0.00;0.00;NULL
731;21/01/2006;6;15;16;23;28;35;0;NULL;0.00;88;11554.63;6659;152.12;11137662.34;0.00;0.00;0.00;NULL
732;25/01/2006;6;17;19;49;50;53;0;NULL;0.00;65;14610.54;4196;225.48;12799611.64;0.00;0.00;0.00;NULL
733;28/01/2006;2;12;26;31;43;46;0;NULL;0.00;67;16737.98;5110;218.63;14762139.60;0.00;0.00;0.00;NULL
734;01/02/2006;27;29;43;44;45;54;1;MG;16726569.98;58;19354.00;3984;280.69;0.00;0.00;0.00;0.00;NULL
735;04/02/2006;9;15;38;40;42;52;0;NULL;0.00;33;27163.91;3043;293.47;7826853.28;0.00;0.00;0.00;NULL
736;08/02/2006;1;21;38;41;49;56;0;NULL;0.00;19;47835.60;2190;413.44;9417386.79;0.00;0.00;0.00;NULL
737;11/02/2006;11;12;24;32;33;38;0;NULL;0.00;65;18730.63;6267;193.54;11547995.59;0.00;0.00;0.00;NULL
738;15/02/2006;14;15;26;30;42;54;0;NULL;0.00;47;26720.69;4178;299.45;13745772.39;0.00;0.00;0.00;NULL
739;18/02/2006;6;10;35;45;49;56;0;NULL;0.00;54;25993.77;4723;296.08;23305073.75;0.00;0.00;0.00;NULL
740;22/02/2006;12;16;28;29;47;50;1;PR;26132814.65;90;17953.91;6943;231.85;0.00;0.00;0.00;0.00;NULL
741;25/02/2006;24;26;27;36;39;59;0;NULL;0.00;23;28453.38;2133;305.65;1145248.54;0.00;0.00;0.00;NULL
742;01/03/2006;2;7;17;34;41;50;0;NULL;0.00;25;14199.00;1622;218.02;1766454.86;0.00;0.00;0.00;NULL
743;04/03/2006;20;23;25;32;54;60;0;NULL;0.00;28;29491.22;2762;297.84;3211524.66;0.00;0.00;0.00;NULL
744;08/03/2006;4;12;23;26;39;46;0;NULL;0.00;77;10441.97;5387;148.70;9937380.49;0.00;0.00;0.00;NULL
745;11/03/2006;2;16;21;37;43;57;0;NULL;0.00;134;8604.62;5262;218.30;11955163.21;0.00;0.00;0.00;NULL
746;15/03/2006;1;10;12;25;49;57;2;"RS; SP";6995681.58;114;10206.52;6686;173.36;0.00;0.00;0.00;0.00;NULL
747;18/03/2006;2;3;12;21;23;56;0;NULL;0.00;53;13079.29;4363;158.28;1213104.40;0.00;0.00;0.00;NULL
748;22/03/2006;1;2;7;19;35;51;0;NULL;0.00;74;9080.42;4519;148.14;2389018.77;0.00;0.00;0.00;NULL
749;25/03/2006;4;24;47;48;50;57;0;NULL;0.00;31;26214.36;2669;303.33;9429097.84;0.00;0.00;0.00;NULL
750;29/03/2006;10;17;33;42;54;58;0;NULL;0.00;49;18795.69;3799;241.51;11040828.28;0.00;0.00;0.00;NULL
751;01/04/2006;4;7;20;25;38;50;0;NULL;0.00;74;15221.68;5579;201.14;13012035.71;0.00;15000000.00;0.00;NULL
752;05/04/2006;4;23;24;25;29;42;0;NULL;0.00;86;13022.30;6849;162.90;14971892.19;0.00;0.00;0.00;NULL
753;08/04/2006;2;7;22;35;43;59;1;BA;17388228.32;152;9083.97;8630;159.40;0.00;0.00;0.00;0.00;NULL
754;12/04/2006;3;4;13;34;42;50;0;NULL;0.00;41;14457.22;2827;208.89;7463330.98;0.00;0.00;0.00;NULL
755;15/04/2006;4;12;30;47;49;59;0;NULL;0.00;41;18319.33;2977;251.35;8777742.92;0.00;0.00;0.00;NULL
756;19/04/2006;5;27;37;38;41;50;0;NULL;0.00;34;27503.13;3135;297.15;10414179.09;0.00;0.00;0.00;NULL
757;22/04/2006;12;17;18;30;32;58;0;NULL;0.00;53;17988.72;3448;275.46;12082632.69;0.00;0.00;0.00;NULL
758;26/04/2006;1;23;36;43;47;59;0;NULL;0.00;74;14352.34;4910;215.49;13941260.58;0.00;0.00;0.00;NULL
759;29/04/2006;30;31;39;45;48;59;0;NULL;0.00;38;32431.50;2588;474.40;22265544.19;0.00;0.00;0.00;NULL
760;03/05/2006;12;17;44;45;46;60;0;NULL;0.00;80;16005.08;5517;231.20;24506255.18;0.00;0.00;0.00;NULL
761;06/05/2006;13;17;27;29;40;56;0;NULL;0.00;100;17175.97;8936;191.48;27512048.76;0.00;0.00;0.00;NULL
762;10/05/2006;9;12;21;37;39;54;0;NULL;0.00;143;13668.11;10120;192.40;30932491.92;0.00;0.00;0.00;NULL
763;13/05/2006;1;9;26;40;47;48;0;NULL;0.00;101;23502.31;7655;308.92;35086525.19;0.00;0.00;0.00;NULL
764;18/05/2006;3;7;45;47;53;55;1;PA;40539530.90;189;16486.79;15290;203.03;0.00;0.00;0.00;0.00;NULL
765;21/05/2006;3;10;16;30;37;50;0;NULL;0.00;62;15552.09;4336;221.54;14740248.65;0.00;0.00;0.00;NULL
766;24/05/2006;1;19;24;42;50;58;0;NULL;0.00;63;16857.33;4477;236.31;16598769.93;0.00;0.00;0.00;NULL
767;27/05/2006;15;22;32;38;50;54;0;NULL;0.00;62;20318.55;4419;284.00;18803331.88;0.00;0.00;0.00;NULL
768;31/05/2006;4;8;30;33;37;59;1;MG;21024430.31;93;13647.30;6408;197.31;0.00;0.00;0.00;0.00;NULL
769;03/06/2006;12;16;20;21;29;50;0;NULL;0.00;49;14382.06;3078;228.08;7808149.60;0.00;0.00;0.00;NULL
770;07/06/2006;4;12;25;34;35;48;0;NULL;0.00;68;13703.65;5401;171.88;9438882.88;0.00;0.00;0.00;NULL
771;10/06/2006;14;21;29;34;46;47;0;NULL;0.00;69;15089.83;4559;227.53;11260979.64;0.00;0.00;0.00;NULL
772;14/06/2006;10;35;38;51;52;60;0;NULL;0.00;66;13476.30;5330;166.25;12817492.36;0.00;15000000.00;0.00;NULL
773;17/06/2006;3;5;14;29;34;51;0;NULL;0.00;58;16454.70;4919;193.29;14487644.71;0.00;0.00;0.00;NULL
774;21/06/2006;5;10;37;46;54;58;1;PA;16319071.08;64;16352.03;4336;240.45;0.00;0.00;0.00;0.00;NULL
775;24/06/2006;12;27;42;46;47;50;0;NULL;0.00;30;25559.59;3058;249.80;7421108.15;0.00;0.00;0.00;NULL
776;28/06/2006;3;15;35;41;57;60;0;NULL;0.00;56;13543.61;3075;245.72;8748382.29;0.00;0.00;0.00;NULL
777;01/07/2006;2;14;23;28;50;56;0;NULL;0.00;80;10746.73;3943;217.22;10252923.38;0.00;12000000.00;0.00;NULL
778;05/07/2006;20;31;36;37;45;51;0;NULL;0.00;21;42785.84;1890;473.60;11825302.87;0.00;0.00;0.00;NULL
779;08/07/2006;25;26;29;36;52;54;0;NULL;0.00;26;39580.32;3127;327.85;19016906.07;0.00;0.00;0.00;NULL
780;12/07/2006;7;10;28;50;51;59;0;NULL;0.00;43;26754.56;3828;299.40;21030186.72;0.00;0.00;0.00;NULL
781;15/07/2006;8;10;13;39;54;56;0;NULL;0.00;66;19809.51;5707;228.22;23318185.27;0.00;0.00;0.00;NULL
782;19/07/2006;2;11;23;35;42;59;0;NULL;0.00;144;9270.41;7533;176.55;25654326.84;0.00;0.00;0.00;NULL
783;22/07/2006;4;8;21;32;43;48;1;MT;28244624.32;140;10572.64;8427;174.99;0.00;0.00;0.00;0.00;NULL
784;26/07/2006;8;27;37;42;53;56;0;NULL;0.00;27;20363.80;2163;253.24;8240695.17;0.00;0.00;0.00;NULL
785;29/07/2006;5;8;17;35;37;48;1;RJ;9770979.43;126;6940.06;6657;130.87;0.00;0.00;0.00;0.00;NULL
786;02/08/2006;10;11;26;27;31;41;0;NULL;0.00;19;25700.08;1521;319.83;854527.84;0.00;0.00;0.00;NULL
787;05/08/2006;20;31;34;37;54;60;0;NULL;0.00;40;16922.47;1955;344.93;2039100.64;0.00;0.00;0.00;NULL
788;09/08/2006;17;19;29;31;44;57;0;NULL;0.00;62;10763.88;3247;204.75;3206981.50;0.00;0.00;0.00;NULL
789;12/08/2006;6;31;38;39;50;60;0;NULL;0.00;13;62482.48;1808;447.56;9027559.48;0.00;0.00;0.00;NULL
790;16/08/2006;2;6;19;22;28;43;0;NULL;0.00;71;11717.34;5884;140.86;10483439.10;0.00;0.00;0.00;NULL
791;19/08/2006;9;14;19;35;42;58;1;SP;12212213.94;114;8665.54;5756;170.97;0.00;0.00;0.00;0.00;NULL
792;23/08/2006;9;29;34;43;45;56;0;NULL;0.00;32;15844.65;1949;259.17;887300.41;0.00;0.00;0.00;NULL
793;26/08/2006;3;15;16;33;51;57;0;NULL;0.00;62;10387.12;3629;176.79;2014302.06;0.00;0.00;0.00;NULL
794;30/08/2006;3;38;42;47;55;56;0;NULL;0.00;15;37006.71;1730;319.66;7393144.45;0.00;0.00;0.00;NULL
795;02/09/2006;14;21;26;29;36;48;0;NULL;0.00;76;11029.20;4389;190.27;8860028.16;0.00;0.00;0.00;NULL
796;06/09/2006;5;19;24;34;39;43;0;NULL;0.00;80;9974.90;4883;162.81;10256514.12;0.00;0.00;0.00;NULL
797;09/09/2006;6;12;47;48;52;58;0;NULL;0.00;66;12566.42;3447;239.70;11707935.01;0.00;0.00;0.00;NULL
798;13/09/2006;3;4;9;29;32;52;0;NULL;0.00;48;19610.77;4104;228.50;13355239.88;0.00;0.00;0.00;NULL
799;16/09/2006;19;29;35;42;55;57;0;NULL;0.00;56;19330.65;4675;230.69;20861429.08;0.00;0.00;0.00;NULL
800;20/09/2006;1;7;11;37;38;56;0;NULL;0.00;44;26411.64;4497;257.44;22895125.15;0.00;0.00;0.00;NULL
801;23/09/2006;11;19;20;22;42;48;0;NULL;0.00;73;19406.93;5791;243.72;25374360.34;0.00;0.00;0.00;NULL
802;27/09/2006;6;14;18;24;48;60;0;NULL;0.00;117;12287.80;8216;174.32;27890287.63;0.00;0.00;0.00;NULL
803;30/09/2006;3;5;10;21;28;57;0;NULL;0.00;193;8993.04;12055;143.44;30927687.90;0.00;0.00;0.00;NULL
804;04/10/2006;3;13;37;47;56;59;1;SP;34172202.25;134;13835.88;9937;185.88;0.00;0.00;0.00;0.00;NULL
805;07/10/2006;2;30;36;43;48;60;0;NULL;0.00;62;14428.43;3489;255.42;11073179.39;0.00;0.00;0.00;NULL
806;12/10/2006;18;26;35;41;47;60;0;NULL;0.00;50;18518.81;3179;290.17;12693574.74;0.00;0.00;0.00;NULL
807;14/10/2006;2;8;27;32;49;56;0;NULL;0.00;130;7262.48;6188;152.01;14345789.99;0.00;0.00;0.00;NULL
808;18/10/2006;2;15;21;31;46;57;0;NULL;0.00;44;24446.08;3844;278.76;16228138.27;0.00;0.00;0.00;NULL
809;21/10/2006;5;11;15;23;25;30;0;NULL;0.00;121;8582.38;7669;134.90;24143857.18;0.00;0.00;0.00;NULL
810;25/10/2006;1;4;5;33;37;48;0;NULL;0.00;75;17505.65;6450;202.79;26441472.82;0.00;30000000.00;0.00;NULL
811;28/10/2006;10;28;32;41;47;57;2;"RS; SP";14597902.39;89;17684.31;5508;284.67;0.00;0.00;0.00;0.00;NULL
812;01/11/2006;11;13;38;39;54;57;0;NULL;0.00;57;9696.24;2116;260.21;967199.74;0.00;0.00;0.00;NULL
813;04/11/2006;9;15;23;45;46;56;0;NULL;0.00;43;14647.97;3244;193.43;2069459.59;0.00;0.00;0.00;NULL
814;08/11/2006;2;8;11;41;46;50;0;NULL;0.00;37;18442.44;2534;268.27;9203290.18;0.00;0.00;0.00;NULL
815;11/11/2006;9;19;37;39;50;57;0;NULL;0.00;56;17528.89;3621;270.06;10921121.58;0.00;0.00;0.00;NULL
816;16/11/2006;20;21;30;40;47;52;0;NULL;0.00;21;39708.11;1885;440.69;12380394.81;0.00;0.00;0.00;NULL
817;18/11/2006;10;29;30;34;43;52;0;NULL;0.00;27;34364.35;2469;374.37;14004110.17;0.00;16000000.00;0.00;NULL
818;22/11/2006;8;9;22;25;41;44;0;NULL;0.00;58;16865.13;4935;197.47;15715920.16;0.00;0.00;0.00;NULL
819;25/11/2006;5;19;25;46;51;58;0;NULL;0.00;105;11132.90;5868;198.46;23874662.70;0.00;0.00;0.00;NULL
820;29/11/2006;10;17;21;32;45;46;2;SP;13046320.38;82;15456.29;5102;247.47;0.00;0.00;0.00;0.00;NULL
821;02/12/2006;4;29;33;36;38;42;0;NULL;0.00;37;17462.93;3307;194.64;1130724.80;0.00;0.00;0.00;NULL
822;06/12/2006;4;10;17;27;41;52;0;NULL;0.00;31;19931.52;2585;238.13;2212009.51;0.00;0.00;0.00;NULL
823;09/12/2006;1;15;26;51;54;59;0;NULL;0.00;22;35180.77;2144;359.62;3566468.83;0.00;0.00;0.00;NULL
824;13/12/2006;6;7;9;20;33;48;0;NULL;0.00;53;14753.39;5002;155.73;10044004.79;0.00;0.00;0.00;NULL
825;16/12/2006;10;21;28;40;41;47;0;NULL;0.00;52;19453.75;4148;242.96;11814295.88;0.00;0.00;0.00;NULL
826;19/12/2006;6;7;8;27;45;53;0;NULL;0.00;68;9188.18;3571;174.30;12907689.09;0.00;0.00;0.00;NULL
827;21/12/2006;18;24;30;42;51;56;0;NULL;0.00;47;21021.73;4106;239.72;14636725.67;0.00;0.00;0.00;NULL
828;23/12/2006;23;28;38;42;50;53;0;NULL;0.00;29;40114.62;3478;333.21;16672542.56;0.00;0.00;0.00;NULL
829;31/12/2006;10;14;32;47;50;56;0;NULL;0.00;162;18311.20;10814;273.27;30306455.18;0.00;0.00;0.00;NULL
830;03/01/2007;2;13;41;49;51;53;0;NULL;0.00;94;24135.05;7705;293.34;34276670.77;0.00;0.00;0.00;NULL
831;06/01/2007;3;32;33;42;48;50;0;NULL;0.00;117;31716.10;12045;306.90;40770541.92;0.00;0.00;0.00;NULL
832;10/01/2007;15;17;23;33;39;49;1;GO;52807317.17;510;13486.58;37086;184.77;0.00;0.00;0.00;0.00;NULL
833;13/01/2007;13;16;46;53;57;58;0;NULL;0.00;40;19408.81;2678;288.80;1358616.66;0.00;0.00;0.00;NULL
834;17/01/2007;10;16;17;34;44;51;1;SP;2820323.56;42;19887.17;3073;270.78;0.00;0.00;0.00;0.00;NULL
835;20/01/2007;18;31;33;49;57;58;0;NULL;0.00;40;28893.86;4078;282.34;20109130.83;0.00;0.00;0.00;NULL
836;24/01/2007;17;22;28;38;52;59;0;NULL;0.00;64;20981.59;4859;275.31;22459069.62;0.00;0.00;0.00;NULL
837;27/01/2007;5;6;16;24;34;60;1;GO;25067473.09;73;20418.03;6233;238.23;0.00;0.00;0.00;0.00;NULL
838;31/01/2007;9;23;30;38;44;47;0;NULL;0.00;41;16256.65;2825;235.05;1166414.58;0.00;0.00;0.00;NULL
839;03/02/2007;7;8;11;18;37;43;0;NULL;0.00;77;11092.88;5314;160.13;9548388.11;0.00;0.00;0.00;NULL
840;07/02/2007;17;29;31;35;43;59;0;NULL;0.00;94;11603.23;5512;197.13;11457118.69;0.00;0.00;0.00;NULL
841;10/02/2007;7;22;32;36;38;51;0;NULL;0.00;67;18656.13;5162;241.23;13644549.97;0.00;0.00;0.00;NULL
842;14/02/2007;7;9;30;44;51;60;0;NULL;0.00;58;21165.39;4700;260.20;15792837.51;0.00;0.00;0.00;NULL
843;17/02/2007;1;16;34;36;45;48;0;NULL;0.00;68;19914.21;5642;239.10;18162628.75;0.00;0.00;0.00;NULL
844;24/02/2007;16;24;34;44;54;57;0;NULL;0.00;91;18846.39;7679;222.50;29460722.37;0.00;0.00;0.00;NULL
845;28/02/2007;14;19;20;40;48;52;0;NULL;0.00;67;26277.83;5308;330.43;32541798.04;0.00;0.00;0.00;NULL
846;03/03/2007;2;3;44;47;50;54;0;NULL;0.00;82;24621.43;6231;322.79;36074973.92;0.00;0.00;0.00;NULL
847;07/03/2007;14;15;27;42;44;48;1;RS;40484388.84;242;10411.84;14062;178.50;0.00;0.00;0.00;0.00;NULL
848;10/03/2007;17;27;32;34;47;56;1;MG;1351049.04;90;8578.09;4602;167.13;0.00;0.00;0.00;0.00;NULL
849;14/03/2007;8;9;39;44;49;58;0;NULL;0.00;33;20408.37;2208;303.87;10859511.56;0.00;0.00;0.00;NULL
850;17/03/2007;7;22;25;44;59;60;0;NULL;0.00;117;9690.08;6520;173.22;12843555.94;0.00;0.00;0.00;NULL
851;21/03/2007;3;16;19;32;35;58;3;SP;4966312.44;177;6635.61;7593;154.10;0.00;0.00;0.00;0.00;NULL
852;24/03/2007;6;14;23;34;38;44;0;NULL;0.00;42;16051.24;3489;192.50;1179766.12;0.00;0.00;0.00;NULL
853;28/03/2007;30;38;46;51;56;59;0;NULL;0.00;17;43287.28;1465;500.41;2467562.79;0.00;0.00;0.00;NULL
854;31/03/2007;3;17;24;25;27;44;0;NULL;0.00;88;10150.39;7056;126.11;9795115.03;0.00;0.00;0.00;NULL
855;04/04/2007;3;24;31;42;43;53;0;NULL;0.00;59;16966.53;3478;286.73;11546909.14;0.00;0.00;0.00;NULL
856;07/04/2007;11;15;40;41;42;47;0;NULL;0.00;37;25678.52;2924;323.71;13209593.04;0.00;0.00;0.00;NULL
857;11/04/2007;2;3;17;49;50;59;0;NULL;0.00;71;17126.48;4732;256.00;15337557.86;0.00;0.00;0.00;NULL
858;14/04/2007;4;18;23;31;37;54;2;"PR; SP";8889537.74;185;7541.37;8821;157.56;0.00;0.00;0.00;0.00;NULL
859;18/04/2007;9;12;34;46;47;57;0;NULL;0.00;35;18296.99;3275;194.80;7624012.41;0.00;0.00;0.00;NULL
860;23/04/2007;2;8;17;22;42;44;0;NULL;0.00;111;8602.66;6853;138.82;9295079.41;0.00;0.00;0.00;NULL
861;25/04/2007;39;40;42;47;59;60;1;ES;10840760.96;34;25977.84;2296;383.23;0.00;0.00;0.00;0.00;NULL
862;28/04/2007;2;8;11;12;19;35;1;RS;1152211.30;99;6650.57;5632;116.46;0.00;0.00;0.00;0.00;NULL
863;02/05/2007;15;24;32;50;53;57;0;NULL;0.00;25;18975.51;1454;325.04;830178.33;0.00;0.00;0.00;NULL
864;05/05/2007;8;11;31;33;42;57;0;NULL;0.00;47;16053.56;2926;256.90;6807400.00;0.00;0.00;0.00;NULL
865;09/05/2007;23;26;27;41;51;53;0;NULL;0.00;28;31424.15;2694;325.36;8347183.58;0.00;0.00;0.00;NULL
866;12/05/2007;5;27;36;40;46;48;0;NULL;0.00;46;23174.32;3704;286.71;10212715.83;0.00;0.00;0.00;NULL
867;16/05/2007;10;19;26;28;44;54;0;NULL;0.00;51;20699.48;4381;240.06;12060144.51;0.00;0.00;0.00;NULL
868;19/05/2007;21;22;25;40;51;57;0;NULL;0.00;37;32369.99;3453;345.54;14156101.29;0.00;16000000.00;0.00;NULL
869;23/05/2007;27;29;42;49;50;51;1;SP;16192436.64;57;20414.39;3912;296.32;0.00;0.00;9000000.00;0.00;NULL
870;26/05/2007;8;21;34;40;43;52;0;NULL;0.00;26;34488.20;2923;305.61;8272810.82;0.00;10000000.00;0.00;NULL
871;30/05/2007;1;5;10;17;47;58;0;NULL;0.00;80;12453.39;6225;159.45;10016284.93;0.00;12000000.00;0.00;NULL
872;02/06/2007;5;18;31;43;55;58;0;NULL;0.00;81;14747.74;4636;256.70;12106777.43;0.00;14000000.00;0.00;NULL
873;06/06/2007;4;19;30;34;57;59;0;NULL;0.00;70;17932.61;5051;247.59;14303522.62;0.00;17000000.00;0.00;NULL
874;09/06/2007;10;20;42;44;52;59;0;NULL;0.00;32;39615.01;3024;417.62;23535080.88;0.00;26000000.00;0.00;NULL
875;13/06/2007;18;20;24;36;53;58;1;SP;26631943.24;153;11566.24;8240;213.95;0.00;0.00;1500000.00;0.00;NULL
876;16/06/2007;4;8;12;41;45;60;0;NULL;0.00;30;29219.33;3847;227.00;1534014.85;0.00;3000000.00;0.00;NULL
877;20/06/2007;13;15;20;28;31;36;0;NULL;0.00;69;14440.64;4817;206.07;3277722.23;0.00;5000000.00;0.00;NULL
878;23/06/2007;11;12;37;38;43;54;0;NULL;0.00;33;29970.93;3702;266.16;5008543.30;0.00;7000000.00;0.00;NULL
879;27/06/2007;10;28;29;35;42;46;0;NULL;0.00;45;21995.08;3852;255.98;13767454.24;0.00;16000000.00;0.00;NULL
880;30/06/2007;25;30;37;46;49;51;0;NULL;0.00;46;28154.03;4314;299.07;16033853.70;0.00;18000000.00;0.00;NULL
881;04/07/2007;4;18;24;43;51;56;0;NULL;0.00;99;14336.70;6959;203.19;18517686.08;0.00;22000000.00;0.00;NULL
882;07/07/2007;17;41;42;44;45;60;1;SC;21492982.24;81;20989.74;6642;255.00;0.00;0.00;1300000.00;0.00;NULL
883;11/07/2007;21;32;37;52;53;60;0;NULL;0.00;13;51899.42;1494;449.89;1180711.67;0.00;2500000.00;0.00;NULL
884;14/07/2007;2;11;12;14;22;39;0;NULL;0.00;56;15846.82;4752;186.05;10204577.30;0.00;12000000.00;0.00;NULL
885;18/07/2007;4;13;31;33;47;51;0;NULL;0.00;114;9254.88;6503;161.63;12050926.17;0.00;14000000.00;0.00;NULL
886;21/07/2007;17;33;37;50;55;59;0;NULL;0.00;100;12422.33;5764;214.70;14224834.41;0.00;17000000.00;0.00;NULL
887;25/07/2007;1;12;21;32;34;44;0;NULL;0.00;79;15886.22;4885;255.94;16421104.66;0.00;20000000.00;0.00;NULL
888;28/07/2007;24;40;50;52;54;60;1;DF;18947548.96;50;28873.65;3672;391.67;0.00;0.00;1000000.00;0.00;NULL
889;01/08/2007;20;24;34;39;54;60;0;NULL;0.00;21;30883.09;1733;372.81;8190614.89;0.00;10000000.00;0.00;NULL
890;04/08/2007;7;9;17;21;22;54;0;NULL;0.00;105;10715.07;6983;160.51;10159508.19;0.00;12000000.00;0.00;NULL
891;08/08/2007;15;16;19;22;34;35;0;NULL;0.00;92;13781.11;6400;197.35;12378266.60;0.00;15000000.00;0.00;NULL
892;11/08/2007;1;19;42;44;49;52;0;NULL;0.00;54;28078.08;4782;315.87;15031644.65;0.00;18000000.00;0.00;NULL
893;15/08/2007;3;18;26;51;53;56;0;NULL;0.00;105;14747.51;6595;233.91;17741499.79;0.00;21000000.00;0.00;NULL
894;18/08/2007;20;24;28;37;41;44;0;NULL;0.00;59;31502.25;6653;278.31;30139459.45;0.00;33000000.00;0.00;NULL
895;22/08/2007;2;41;43;55;57;58;0;NULL;0.00;82;29366.19;6473;370.60;34353506.77;0.00;40000000.00;0.00;NULL
896;25/08/2007;5;11;22;31;35;41;0;NULL;0.00;98;31002.68;10769;281.06;39670465.09;0.00;45000000.00;0.00;NULL
897;29/08/2007;7;21;22;43;46;57;0;NULL;0.00;212;18019.32;16644;228.65;46355633.71;0.00;54000000.00;0.00;NULL
898;01/09/2007;3;4;8;30;45;54;2;"RO; SC";27782053.83;596;8828.84;27120;193.29;0.00;0.00;1500000.00;0.00;NULL
899;05/09/2007;18;20;36;53;54;58;0;NULL;0.00;948;951.79;3559;252.57;20867361.42;0.00;24000000.00;0.00;NULL
900;08/09/2007;4;18;21;34;38;59;1;DF;23334752.92;89;15842.00;6184;227.14;0.00;0.00;1500000.00;0.00;NULL
901;12/09/2007;13;16;32;33;34;56;0;NULL;0.00;100;9381.13;5617;166.39;1641698.41;0.00;3500000.00;0.00;NULL
902;15/09/2007;18;23;50;52;55;58;0;NULL;0.00;68;17237.57;3490;334.59;3692969.85;0.00;6000000.00;0.00;NULL
903;19/09/2007;5;17;20;32;41;55;0;NULL;0.00;62;19346.40;4688;254.89;5792054.30;0.00;8000000.00;0.00;NULL
904;22/09/2007;32;44;48;51;53;59;0;NULL;0.00;72;18874.08;4007;337.86;15768458.93;0.00;18000000.00;0.00;NULL
905;26/09/2007;2;4;15;16;55;57;1;RJ;18405503.18;89;16931.26;6223;241.23;0.00;0.00;1500000.00;0.00;NULL
906;29/09/2007;7;14;24;29;35;39;1;MT;1583115.71;49;18461.99;4239;212.60;0.00;0.00;1500000.00;0.00;NULL
907;03/10/2007;9;36;37;41;51;53;0;NULL;0.00;25;32080.72;2244;356.05;1403531.54;0.00;3000000.00;0.00;NULL
908;06/10/2007;1;9;19;25;50;52;0;NULL;0.00;120;8660.71;6205;166.86;3222281.26;0.00;5000000.00;0.00;NULL
909;10/10/2007;17;22;26;28;38;42;0;NULL;0.00;48;21301.42;4586;222.11;11605715.34;0.00;14000000.00;0.00;NULL
910;13/10/2007;3;15;27;29;36;53;0;NULL;0.00;107;10618.33;6512;173.81;13593997.94;0.00;16000000.00;0.00;NULL
911;17/10/2007;1;6;28;29;46;49;1;MT;15981772.55;63;21657.82;5376;252.84;0.00;0.00;1500000.00;0.00;NULL
912;20/10/2007;4;19;21;26;29;54;0;NULL;0.00;62;13412.10;4474;185.16;1455212.96;0.00;3000000.00;0.00;NULL
913;24/10/2007;14;30;36;38;46;59;1;DF;2915782.13;27;30911.51;2683;309.90;0.00;0.00;1200000.00;0.00;NULL
914;27/10/2007;9;12;23;33;45;51;0;NULL;0.00;64;12406.06;4731;167.20;7590419.67;0.00;10000000.00;0.00;NULL
915;31/10/2007;17;20;26;28;48;49;1;GO;9448268.16;44;24127.91;3580;295.43;0.00;0.00;1500000.00;0.00;NULL
916;03/11/2007;5;28;33;36;37;38;0;NULL;0.00;144;4648.18;3220;207.09;1171341.29;0.00;2500000.00;0.00;NULL
917;07/11/2007;23;25;30;46;47;59;0;NULL;0.00;61;14133.49;3491;246.03;2680091.97;0.00;4000000.00;0.00;NULL
918;10/11/2007;4;8;12;38;44;52;0;NULL;0.00;135;7591.36;6883;148.33;4473550.36;0.00;6000000.00;0.00;NULL
